lat,lon,timestamp,datetime,heart_rate,cadence,power
0,0,1525023477.0,2018-04-29 17:37:43,66,0,0
0,0,1525023478.0,2018-04-29 17:37:44,66,0,0
0,0,1525023479.0,2018-04-29 17:37:45,65,0,0
0,0,1525023480.0,2018-04-29 17:37:46,64,0,0
0,0,1525023481.0,2018-04-29 17:37:47,65,0,0
0,0,1525023482.0,2018-04-29 17:37:48,66,0,0
0,0,1525023483.0,2018-04-29 17:37:49,68,0,0
0,0,1525023484.0,2018-04-29 17:37:50,70,33,164
0,0,1525023485.0,2018-04-29 17:37:51,72,43,152
0,0,1525023486.0,2018-04-29 17:37:52,74,47,172
0,0,1525023487.0,2018-04-29 17:37:53,77,52,203
0,0,1525023488.0,2018-04-29 17:37:54,79,63,248
0,0,1525023489.0,2018-04-29 17:37:55,82,81,199
0,0,1525023490.0,2018-04-29 17:37:56,85,85,214
0,0,1525023491.0,2018-04-29 17:37:57,87,86,189
0,0,1525023492.0,2018-04-29 17:37:58,89,88,194
0,0,1525023493.0,2018-04-29 17:37:59,91,90,174
0,0,1525023494.0,2018-04-29 17:38:00,93,91,169
0,0,1525023495.0,2018-04-29 17:38:01,95,92,173
0,0,1525023496.0,2018-04-29 17:38:02,96,92,162
0,0,1525023497.0,2018-04-29 17:38:03,98,92,163
0,0,1525023498.0,2018-04-29 17:38:04,99,91,181
0,0,1525023499.0,2018-04-29 17:38:05,100,89,179
0,0,1525023500.0,2018-04-29 17:38:06,101,89,163
0,0,1525023501.0,2018-04-29 17:38:07,102,90,161
0,0,1525023502.0,2018-04-29 17:38:08,103,90,157
0,0,1525023503.0,2018-04-29 17:38:09,104,90,164
0,0,1525023504.0,2018-04-29 17:38:10,105,90,177
0,0,1525023505.0,2018-04-29 17:38:11,105,89,180
0,0,1525023506.0,2018-04-29 17:38:12,105,89,180
0,0,1525023507.0,2018-04-29 17:38:13,106,90,179
0,0,1525023508.0,2018-04-29 17:38:14,106,90,175
0,0,1525023509.0,2018-04-29 17:38:15,107,92,187
0,0,1525023510.0,2018-04-29 17:38:16,107,92,186
0,0,1525023511.0,2018-04-29 17:38:17,108,92,185
0,0,1525023512.0,2018-04-29 17:38:18,109,92,185
0,0,1525023513.0,2018-04-29 17:38:19,110,92,186
0,0,1525023514.0,2018-04-29 17:38:20,110,93,188
0,0,1525023515.0,2018-04-29 17:38:21,111,93,174
0,0,1525023516.0,2018-04-29 17:38:22,112,93,171
0,0,1525023517.0,2018-04-29 17:38:23,113,93,171
0,0,1525023518.0,2018-04-29 17:38:24,113,93,172
0,0,1525023519.0,2018-04-29 17:38:25,114,93,172
0,0,1525023520.0,2018-04-29 17:38:26,114,93,168
0,0,1525023521.0,2018-04-29 17:38:27,114,92,167
0,0,1525023522.0,2018-04-29 17:38:28,115,93,175
0,0,1525023523.0,2018-04-29 17:38:29,115,93,170
0,0,1525023524.0,2018-04-29 17:38:30,116,90,171
0,0,1525023525.0,2018-04-29 17:38:31,116,90,181
0,0,1525023526.0,2018-04-29 17:38:32,116,90,172
0,0,1525023527.0,2018-04-29 17:38:33,116,90,171
0,0,1525023528.0,2018-04-29 17:38:34,116,90,166
0,0,1525023529.0,2018-04-29 17:38:35,116,90,167
0,0,1525023530.0,2018-04-29 17:38:36,116,91,171
0,0,1525023531.0,2018-04-29 17:38:37,115,90,169
0,0,1525023532.0,2018-04-29 17:38:38,115,89,181
0,0,1525023533.0,2018-04-29 17:38:39,115,89,182
0,0,1525023534.0,2018-04-29 17:38:40,115,90,187
0,0,1525023535.0,2018-04-29 17:38:41,115,90,159
0,0,1525023536.0,2018-04-29 17:38:42,116,91,165
0,0,1525023537.0,2018-04-29 17:38:43,116,92,177
0,0,1525023538.0,2018-04-29 17:38:44,116,91,185
