lat,lon,timestamp,datetime,heart_rate,cadence,power
51.1774850171,3.9330649842,1525020535.0,2018-04-29 16:48:36,118.0,99.0,205.0
51.1774850171,3.9330649842,1525020536.0,2018-04-29 16:48:37,118.0,99.0,188.0
51.1774850171,3.9330649842,1525020537.0,2018-04-29 16:48:38,119.0,99.0,186.0
51.1774850171,3.9330649842,1525020538.0,2018-04-29 16:48:39,120.0,98.0,186.0
51.1774850171,3.9330649842,1525020539.0,2018-04-29 16:48:40,120.0,98.0,193.0
51.1774850171,3.9330649842,1525020540.0,2018-04-29 16:48:41,120.0,99.0,190.0
51.1774850171,3.9330649842,1525020541.0,2018-04-29 16:48:42,120.0,99.0,194.0
51.1774850171,3.9330649842,1525020542.0,2018-04-29 16:48:43,120.0,99.0,190.0
51.1774850171,3.9330649842,1525020543.0,2018-04-29 16:48:44,120.0,99.0,188.0
51.1774850171,3.9330649842,1525020544.0,2018-04-29 16:48:45,120.0,98.0,193.0
51.1774850171,3.9330649842,1525020545.0,2018-04-29 16:48:46,120.0,99.0,203.0
51.1774850171,3.9330649842,1525020546.0,2018-04-29 16:48:47,120.0,98.0,187.0
51.1774850171,3.9330649842,1525020547.0,2018-04-29 16:48:48,120.0,98.0,176.0
51.1774850171,3.9330649842,1525020548.0,2018-04-29 16:48:49,120.0,95.0,142.0
51.1774850171,3.9330649842,1525020549.0,2018-04-29 16:48:50,120.0,90.0,93.0
51.1774850171,3.9330649842,1525020550.0,2018-04-29 16:48:51,119.0,51.0,22.0
51.1774850171,3.9330649842,1525020551.0,2018-04-29 16:48:52,119.0,3.0,0.0
51.1774850171,3.9330649842,1525020552.0,2018-04-29 16:48:53,118.0,0.0,0.0
51.1774850171,3.9330649842,1525020553.0,2018-04-29 16:48:54,117.0,0.0,0.0
51.1774850171,3.9330649842,1525020554.0,2018-04-29 16:48:55,116.0,0.0,0.0
51.1774850171,3.9330649842,1525020555.0,2018-04-29 16:48:56,115.0,0.0,0.0
51.1774850171,3.9330649842,1525020556.0,2018-04-29 16:48:57,114.0,0.0,0.0
51.1774850171,3.9330649842,1525020557.0,2018-04-29 16:48:58,113.0,0.0,0.0
51.1774850171,3.9330649842,1525020558.0,2018-04-29 16:48:59,113.0,0.0,0.0
51.1774850171,3.9330649842,1525020559.0,2018-04-29 16:49:00,112.0,0.0,0.0
51.1774850171,3.9330649842,1525020560.0,2018-04-29 16:49:01,112.0,0.0,0.0
51.1774850171,3.9330649842,1525020561.0,2018-04-29 16:49:02,111.0,0.0,0.0
51.1774850171,3.9330649842,1525020562.0,2018-04-29 16:49:03,111.0,0.0,0.0
51.1774850171,3.9330649842,1525020563.0,2018-04-29 16:49:04,109.0,0.0,0.0
51.1774850171,3.9330649842,1525020564.0,2018-04-29 16:49:05,106.0,0.0,0.0
51.1774850171,3.9330649842,1525020565.0,2018-04-29 16:49:06,104.0,0.0,0.0
51.1774850171,3.9330649842,1525020566.0,2018-04-29 16:49:07,104.0,0.0,0.0
51.1774850171,3.9330649842,1525020567.0,2018-04-29 16:49:08,104.0,0.0,0.0
51.1774850171,3.9330649842,1525020568.0,2018-04-29 16:49:09,104.0,0.0,0.0
51.1774850171,3.9330649842,1525020569.0,2018-04-29 16:49:10,104.0,0.0,0.0
51.1774850171,3.9330649842,1525020570.0,2018-04-29 16:49:11,104.0,0.0,0.0
51.1774850171,3.9330649842,1525020571.0,2018-04-29 16:49:12,104.0,0.0,0.0
51.1774850171,3.9330649842,1525020572.0,2018-04-29 16:49:13,104.0,0.0,0.0
51.1774850171,3.9330649842,1525020573.0,2018-04-29 16:49:14,104.0,0.0,0.0
51.1774850171,3.9330649842,1525020574.0,2018-04-29 16:49:15,104.0,0.0,0.0
51.1774850171,3.9330649842,1525020575.0,2018-04-29 16:49:16,103.0,0.0,0.0
51.1774850171,3.9330649842,1525020576.0,2018-04-29 16:49:17,102.0,0.0,0.0
51.1774850171,3.9330649842,1525020577.0,2018-04-29 16:49:18,101.0,0.0,0.0
51.1774850171,3.9330649842,1525020578.0,2018-04-29 16:49:19,100.0,0.0,0.0
51.1774850171,3.9330649842,1525020579.0,2018-04-29 16:49:20,98.0,0.0,0.0
51.1774850171,3.9330649842,1525020580.0,2018-04-29 16:49:21,98.0,0.0,0.0
51.1774850171,3.9330649842,1525020581.0,2018-04-29 16:49:22,97.0,0.0,0.0
51.1774850171,3.9330649842,1525020582.0,2018-04-29 16:49:23,96.0,0.0,0.0
51.1774850171,3.9330649842,1525020583.0,2018-04-29 16:49:24,95.0,0.0,0.0
51.1774850171,3.9330649842,1525020584.0,2018-04-29 16:49:25,94.0,0.0,0.0
51.1774850171,3.9330649842,1525020585.0,2018-04-29 16:49:26,94.0,0.0,0.0
51.1774850171,3.9330649842,1525020586.0,2018-04-29 16:49:27,93.0,0.0,0.0
51.1774850171,3.9330649842,1525020587.0,2018-04-29 16:49:28,91.0,0.0,0.0
51.1774850171,3.9330649842,1525020588.0,2018-04-29 16:49:29,90.0,0.0,0.0
51.1774850171,3.9330649842,1525020589.0,2018-04-29 16:49:30,89.0,0.0,0.0
51.1774850171,3.9330649842,1525020590.0,2018-04-29 16:49:31,89.0,0.0,0.0
51.1774850171,3.9330649842,1525020591.0,2018-04-29 16:49:32,88.0,0.0,0.0
51.1774850171,3.9330649842,1525020592.0,2018-04-29 16:49:33,87.0,0.0,0.0
51.1774850171,3.9330649842,1525020593.0,2018-04-29 16:49:34,86.0,0.0,0.0
51.1774850171,3.9330649842,1525020594.0,2018-04-29 16:49:35,85.0,0.0,0.0
51.1774850171,3.9330649842,1525020595.0,2018-04-29 16:49:36,85.0,0.0,0.0
51.1774850171,3.9330649842,1525020596.0,2018-04-29 16:49:37,85.0,0.0,0.0
51.1774850171,3.9330649842,1525020597.0,2018-04-29 16:49:38,84.0,0.0,0.0
51.1774850171,3.9330649842,1525020598.0,2018-04-29 16:49:39,84.0,19.0,33.0
51.1774850171,3.9330649842,1525020599.0,2018-04-29 16:49:40,84.0,8.0,26.0
51.1774850171,3.9330649842,1525020600.0,2018-04-29 16:49:41,84.0,36.0,125.0
51.1774850171,3.9330649842,1525020601.0,2018-04-29 16:49:42,84.0,51.0,168.0
51.1774850171,3.9330649842,1525020602.0,2018-04-29 16:49:43,84.0,37.0,94.0
51.1774850171,3.9330649842,1525020603.0,2018-04-29 16:49:44,84.0,14.0,62.0
51.1774850171,3.9330649842,1525020604.0,2018-04-29 16:49:45,86.0,59.0,249.0
51.1774850171,3.9330649842,1525020605.0,2018-04-29 16:49:46,88.0,76.0,273.0
51.1774850171,3.9330649842,1525020606.0,2018-04-29 16:49:47,90.0,86.0,257.0
51.1774850171,3.9330649842,1525020607.0,2018-04-29 16:49:48,93.0,89.0,277.0
51.1774850171,3.9330649842,1525020608.0,2018-04-29 16:49:49,95.0,97.0,238.0
51.1774850171,3.9330649842,1525020609.0,2018-04-29 16:49:50,97.0,98.0,205.0
51.1774850171,3.9330649842,1525020610.0,2018-04-29 16:49:51,100.0,98.0,232.0
51.1774850171,3.9330649842,1525020611.0,2018-04-29 16:49:52,101.0,102.0,279.0
51.1774850171,3.9330649842,1525020612.0,2018-04-29 16:49:53,102.0,106.0,238.0
51.1774850171,3.9330649842,1525020613.0,2018-04-29 16:49:54,103.0,106.0,193.0
51.1774850171,3.9330649842,1525020614.0,2018-04-29 16:49:55,105.0,104.0,187.0
51.1774850171,3.9330649842,1525020615.0,2018-04-29 16:49:56,106.0,103.0,193.0
51.1774850171,3.9330649842,1525020616.0,2018-04-29 16:49:57,107.0,103.0,196.0
51.1774850171,3.9330649842,1525020617.0,2018-04-29 16:49:58,108.0,102.0,184.0
51.1774850171,3.9330649842,1525020618.0,2018-04-29 16:49:59,109.0,101.0,186.0
51.1774850171,3.9330649842,1525020619.0,2018-04-29 16:50:00,110.0,101.0,197.0
51.1774850171,3.9330649842,1525020620.0,2018-04-29 16:50:01,111.0,100.0,203.0
51.1774850171,3.9330649842,1525020621.0,2018-04-29 16:50:02,111.0,100.0,198.0
51.1774850171,3.9330649842,1525020622.0,2018-04-29 16:50:03,112.0,101.0,190.0
51.1774850171,3.9330649842,1525020623.0,2018-04-29 16:50:04,112.0,100.0,195.0
51.1774850171,3.9330649842,1525020624.0,2018-04-29 16:50:05,112.0,100.0,199.0
51.1774850171,3.9330649842,1525020625.0,2018-04-29 16:50:06,113.0,100.0,195.0
51.1774850171,3.9330649842,1525020626.0,2018-04-29 16:50:07,114.0,100.0,199.0
51.1774850171,3.9330649842,1525020627.0,2018-04-29 16:50:08,114.0,99.0,185.0
51.1774850171,3.9330649842,1525020628.0,2018-04-29 16:50:09,115.0,99.0,206.0
51.1774850171,3.9330649842,1525020629.0,2018-04-29 16:50:10,116.0,100.0,199.0
51.1774850171,3.9330649842,1525020630.0,2018-04-29 16:50:11,116.0,100.0,198.0
51.1774850171,3.9330649842,1525020631.0,2018-04-29 16:50:12,117.0,100.0,199.0
51.1774850171,3.9330649842,1525020632.0,2018-04-29 16:50:13,117.0,101.0,198.0
51.1774850171,3.9330649842,1525020633.0,2018-04-29 16:50:14,117.0,101.0,200.0
51.1774850171,3.9330649842,1525020634.0,2018-04-29 16:50:15,118.0,101.0,199.0
51.1774850171,3.9330649842,1525020635.0,2018-04-29 16:50:16,119.0,100.0,196.0
51.1774850171,3.9330649842,1525020636.0,2018-04-29 16:50:17,119.0,100.0,190.0
51.1774850171,3.9330649842,1525020637.0,2018-04-29 16:50:18,119.0,100.0,198.0
51.1774850171,3.9330649842,1525020638.0,2018-04-29 16:50:19,119.0,100.0,203.0
51.1774850171,3.9330649842,1525020639.0,2018-04-29 16:50:20,119.0,100.0,189.0
51.1774850171,3.9330649842,1525020640.0,2018-04-29 16:50:21,120.0,100.0,193.0
51.1774850171,3.9330649842,1525020641.0,2018-04-29 16:50:22,120.0,99.0,200.0
51.1774850171,3.9330649842,1525020642.0,2018-04-29 16:50:23,120.0,100.0,193.0
51.1774850171,3.9330649842,1525020643.0,2018-04-29 16:50:24,121.0,100.0,194.0
51.1774850171,3.9330649842,1525020644.0,2018-04-29 16:50:25,121.0,100.0,193.0
51.1774850171,3.9330649842,1525020645.0,2018-04-29 16:50:26,122.0,100.0,192.0
51.1774850171,3.9330649842,1525020646.0,2018-04-29 16:50:27,123.0,100.0,192.0
51.1774850171,3.9330649842,1525020647.0,2018-04-29 16:50:28,123.0,99.0,184.0
51.1774850171,3.9330649842,1525020648.0,2018-04-29 16:50:29,124.0,99.0,188.0
51.1774850171,3.9330649842,1525020649.0,2018-04-29 16:50:30,124.0,99.0,201.0
51.1774850171,3.9330649842,1525020650.0,2018-04-29 16:50:31,124.0,99.0,192.0
51.1774850171,3.9330649842,1525020651.0,2018-04-29 16:50:32,125.0,99.0,189.0
51.1774850171,3.9330649842,1525020652.0,2018-04-29 16:50:33,125.0,99.0,188.0
51.1774850171,3.9330649842,1525020653.0,2018-04-29 16:50:34,125.0,99.0,192.0
51.1774850171,3.9330649842,1525020654.0,2018-04-29 16:50:35,126.0,99.0,189.0
51.1774850171,3.9330649842,1525020655.0,2018-04-29 16:50:36,126.0,99.0,195.0
51.1774850171,3.9330649842,1525020656.0,2018-04-29 16:50:37,126.0,99.0,185.0
51.1774850171,3.9330649842,1525020657.0,2018-04-29 16:50:38,125.0,98.0,187.0
51.1774850171,3.9330649842,1525020658.0,2018-04-29 16:50:39,125.0,98.0,184.0
51.1774850171,3.9330649842,1525020659.0,2018-04-29 16:50:40,125.0,97.0,178.0
51.1774850171,3.9330649842,1525020660.0,2018-04-29 16:50:41,125.0,97.0,190.0
51.1774850171,3.9330649842,1525020661.0,2018-04-29 16:50:42,124.0,96.0,183.0
51.1774850171,3.9330649842,1525020662.0,2018-04-29 16:50:43,124.0,96.0,182.0
51.1774850171,3.9330649842,1525020663.0,2018-04-29 16:50:44,124.0,96.0,182.0
51.1774850171,3.9330649842,1525020664.0,2018-04-29 16:50:45,124.0,96.0,185.0
51.1774850171,3.9330649842,1525020665.0,2018-04-29 16:50:46,124.0,96.0,190.0
51.1774850171,3.9330649842,1525020666.0,2018-04-29 16:50:47,124.0,96.0,193.0
51.1774850171,3.9330649842,1525020667.0,2018-04-29 16:50:48,124.0,96.0,193.0
51.1774850171,3.9330649842,1525020668.0,2018-04-29 16:50:49,124.0,96.0,198.0
51.1774850171,3.9330649842,1525020669.0,2018-04-29 16:50:50,123.0,97.0,187.0
51.1774850171,3.9330649842,1525020670.0,2018-04-29 16:50:51,123.0,97.0,179.0
51.1774850171,3.9330649842,1525020671.0,2018-04-29 16:50:52,123.0,96.0,179.0
51.1774850171,3.9330649842,1525020672.0,2018-04-29 16:50:53,123.0,96.0,184.0
51.1774850171,3.9330649842,1525020673.0,2018-04-29 16:50:54,123.0,96.0,191.0
51.1774850171,3.9330649842,1525020674.0,2018-04-29 16:50:55,122.0,96.0,198.0
51.1774850171,3.9330649842,1525020675.0,2018-04-29 16:50:56,122.0,96.0,197.0
51.1774850171,3.9330649842,1525020676.0,2018-04-29 16:50:57,122.0,96.0,186.0
51.1774850171,3.9330649842,1525020677.0,2018-04-29 16:50:58,122.0,96.0,184.0
51.1774850171,3.9330649842,1525020678.0,2018-04-29 16:50:59,122.0,96.0,181.0
51.1774850171,3.9330649842,1525020679.0,2018-04-29 16:51:00,122.0,96.0,183.0
51.1774850171,3.9330649842,1525020680.0,2018-04-29 16:51:01,122.0,96.0,190.0
51.1774850171,3.9330649842,1525020681.0,2018-04-29 16:51:02,122.0,96.0,196.0
51.1774850171,3.9330649842,1525020682.0,2018-04-29 16:51:03,122.0,96.0,200.0
