timestamp,watts,bpm,cadence,speed,distance,altitude,temperature,latitide,longitude,torque,np,leftrightbalance,wattse
1525020367000,185,1,0,8.1221,0.0000,,,51.1774850000,3.9330650000,0,0,,
1525020368000,177,1,89,8.1221,8.1221,,,51.1774850000,3.9330650000,18,0,,
1525020369000,177,1,90,8.2077,8.2441,,,51.1774850000,3.9330650000,18,0,,
1525020370000,181,1,90,8.2552,8.2744,,,51.1774850000,3.9330650000,19,0,,
1525020371000,182,1,91,8.2872,8.2998,,,51.1774850000,3.9330650000,19,0,,
1525020372000,175,1,90,8.2872,8.2871,,,51.1774850000,3.9330650000,18,0,,
1525020373000,174,1,91,8.2872,8.2872,,,51.1774850000,3.9330650000,18,0,,
1525020374000,176,1,91,8.3113,8.3242,,,51.1774850000,3.9330650000,18,0,,
1525020375000,172,1,90,8.3113,8.3113,,,51.1774850000,3.9330650000,18,0,,
1525020376000,173,1,91,8.2872,8.2968,,,51.1774850000,3.9330650000,18,0,,
1525020377000,170,1,90,8.2632,8.2730,,,51.1774850000,3.9330650000,18,0,,
1525020378000,170,1,91,8.2314,8.2366,,,51.1774850000,3.9330650000,17,0,,
1525020379000,172,1,91,8.2552,8.2509,,,51.1774850000,3.9330650000,18,0,,
1525020380000,173,1,90,8.2314,8.2356,,,51.1774850000,3.9330650000,18,0,,
1525020381000,168,1,91,8.2314,8.2320,,,51.1774850000,3.9330650000,17,0,,
1525020382000,173,1,90,8.2314,8.2310,,,51.1774850000,3.9330650000,18,0,,
1525020383000,173,1,90,8.2077,8.2140,,,51.1774850000,3.9330650000,18,0,,
1525020384000,170,1,90,8.2077,8.2070,,,51.1774850000,3.9330650000,18,0,,
1525020385000,171,1,91,8.2314,8.2250,,,51.1774850000,3.9330650000,17,0,,
1525020386000,180,1,90,8.2552,8.2540,,,51.1774850000,3.9330650000,19,0,,
1525020387000,182,1,91,8.3113,8.3090,,,51.1774850000,3.9330650000,19,0,,
1525020388000,184,1,91,8.3437,8.3410,,,51.1774850000,3.9330650000,19,0,,
1525020389000,177,1,90,8.3682,8.3670,,,51.1774850000,3.9330650000,18,0,,
1525020390000,177,1,90,8.3665,8.3670,,,51.1774850000,3.9330650000,18,0,,
1525020391000,172,1,92,8.3383,8.3470,,,51.1774850000,3.9330650000,17,0,,
1525020392000,173,1,91,8.3437,8.3430,,,51.1774850000,3.9330650000,18,0,,
1525020393000,175,1,91,8.3437,8.3440,,,51.1774850000,3.9330650000,18,0,,
1525020394000,175,1,90,8.3437,8.3440,,,51.1774850000,3.9330650000,18,0,,
1525020395000,171,1,91,8.2845,8.2880,,,51.1774850000,3.9330650000,17,0,,
1525020396000,166,1,90,8.2552,8.2500,,,51.1774850000,3.9330650000,17,175,,
1525020397000,165,1,90,8.2077,8.2000,,,51.1774850000,3.9330650000,17,175,,
1525020398000,168,1,90,8.2077,8.2080,,,51.1774850000,3.9330650000,17,174,,
1525020399000,173,1,91,8.2314,8.2340,,,51.1774850000,3.9330650000,18,174,,
1525020400000,171,1,90,8.2077,8.1990,,,51.1774850000,3.9330650000,18,174,,
1525020401000,169,1,88,8.1748,8.1640,,,51.1774850000,3.9330650000,18,174,,
1525020402000,171,1,90,8.2077,8.2090,,,51.1774850000,3.9330650000,18,174,,
1525020403000,173,1,90,8.1998,8.2000,,,51.1774850000,3.9330650000,18,174,,
1525020404000,173,1,90,8.2077,8.2100,,,51.1774850000,3.9330650000,18,174,,
1525020405000,165,1,89,8.1530,8.1740,,,51.1774850000,3.9330650000,17,173,,
1525020406000,165,1,89,8.1530,8.1530,,,51.1774850000,3.9330650000,17,173,,
1525020407000,161,1,89,8.0913,8.0620,,,51.1774850000,3.9330650000,17,173,,
1525020408000,164,1,88,8.0913,8.0910,,,51.1774850000,3.9330650000,17,173,,
1525020409000,166,1,87,8.0685,8.0810,,,51.1774850000,3.9330650000,18,173,,
1525020410000,165,1,88,8.0382,8.0510,,,51.1774850000,3.9330650000,17,173,,
1525020411000,164,1,87,8.0156,8.0250,,,51.1774850000,3.9330650000,18,173,,
1525020412000,167,1,87,8.0382,8.0270,,,51.1774850000,3.9330650000,18,173,,
1525020413000,167,1,87,8.0382,8.0390,,,51.1774850000,3.9330650000,18,173,,
1525020414000,171,1,88,8.0913,8.0960,,,51.1774850000,3.9330650000,18,172,,
1525020415000,174,1,89,8.0913,8.0920,,,51.1774850000,3.9330650000,18,172,,
1525020416000,168,1,87,8.0964,8.0940,,,51.1774850000,3.9330650000,18,172,,
1525020417000,169,1,89,8.0685,8.0730,,,51.1774850000,3.9330650000,18,172,,
1525020418000,164,1,87,8.0685,8.0680,,,51.1774850000,3.9330650000,18,172,,
1525020419000,165,1,88,8.0356,8.0430,,,51.1774850000,3.9330650000,17,172,,
1525020420000,164,1,87,8.0397,8.0400,,,51.1774850000,3.9330650000,18,172,,
1525020421000,166,1,87,8.0382,8.0380,,,51.1774850000,3.9330650000,18,172,,
1525020422000,170,1,87,8.0356,8.0370,,,51.1774850000,3.9330650000,18,172,,
1525020423000,173,1,87,8.0685,8.0640,,,51.1774850000,3.9330650000,18,171,,
1525020424000,170,1,88,8.0659,8.0670,,,51.1774850000,3.9330650000,18,171,,
1525020425000,168,1,87,8.0382,8.0360,,,51.1774850000,3.9330650000,18,171,,
1525020426000,165,1,87,8.0156,8.0150,,,51.1774850000,3.9330650000,18,171,,
1525020427000,162,1,87,7.9857,7.9860,,,51.1774850000,3.9330650000,17,171,,
1525020428000,164,1,87,7.9857,7.9850,,,51.1774850000,3.9330650000,18,171,,
1525020429000,170,1,86,7.9857,7.9860,,,51.1774850000,3.9330650000,18,171,,
1525020430000,166,1,86,7.9339,7.9280,,,51.1774850000,3.9330650000,18,171,,
1525020431000,164,1,86,7.9339,7.9340,,,51.1774850000,3.9330650000,18,171,,
1525020432000,169,1,87,7.9560,7.9560,,,51.1774850000,3.9330650000,18,171,,
1525020433000,170,1,86,7.9560,7.9560,,,51.1774850000,3.9330650000,18,170,,
1525020434000,175,1,87,7.9857,7.9910,,,51.1774850000,3.9330650000,19,170,,
1525020435000,173,1,89,8.0659,8.0750,,,51.1774850000,3.9330650000,18,170,,
1525020436000,183,1,90,8.1764,8.2140,,,51.1774850000,3.9330650000,19,170,,
1525020437000,190,1,89,8.2314,8.2490,,,51.1774850000,3.9330650000,20,170,,
1525020438000,180,1,90,8.2314,8.2310,,,51.1774850000,3.9330650000,19,170,,
