timestamp,watts,bpm,cadence,speed,distance,altitude,temperature,latitide,longitude,torque,np,leftrightbalance,wattse
1525020431000,178,111,90,0,0,5.8,17,51.1774850171,3.9330649842,18,177,,
1525020432000,179,111,89,0,0,5.8,17,51.1774850171,3.9330649842,19,177,,
1525020433000,168,110,89,0,0,5.8,17,51.1774850171,3.9330649842,18,177,,
1525020434000,173,110,89,0,0,5.8,17,51.1774850171,3.9330649842,18,176,,
1525020435000,167,109,89,0,0,5.8,17,51.1774850171,3.9330649842,17,176,,
1525020436000,184,109,89,0,0,5.8,17,51.1774850171,3.9330649842,19,176,,
1525020437000,186,109,89,0,0,5.8,17,51.1774850171,3.9330649842,19,176,,
1525020438000,205,109,90,0,0,5.8,17,51.1774850171,3.9330649842,21,176,,
1525020439000,188,109,92,0,0,5.8,17,51.1774850171,3.9330649842,19,176,,
1525020440000,179,109,92,0,0,5.8,17,51.1774850171,3.9330649842,18,176,,
1525020441000,169,109,92,0,0,5.8,17,51.1774850171,3.9330649842,17,176,,
1525020442000,171,110,91,0,0,5.8,17,51.1774850171,3.9330649842,17,176,,
1525020443000,174,110,91,0,0,5.8,17,51.1774850171,3.9330649842,18,176,,
1525020444000,178,110,92,0,0,5.8,17,51.1774850171,3.9330649842,18,176,,
1525020445000,162,111,91,0,0,5.8,17,51.1774850171,3.9330649842,17,176,,
1525020446000,168,112,90,0,0,5.8,17,51.1774850171,3.9330649842,17,176,,
1525020447000,178,113,90,0,0,5.8,17,51.1774850171,3.9330649842,18,176,,
1525020448000,193,113,91,0,0,5.8,17,51.1774850171,3.9330649842,20,176,,
1525020449000,173,114,91,0,0,5.8,17,51.1774850171,3.9330649842,18,176,,
1525020450000,180,114,91,0,0,5.8,17,51.1774850171,3.9330649842,18,176,,
1525020451000,169,114,90,0,0,5.8,17,51.1774850171,3.9330649842,17,176,,
1525020452000,159,114,90,0,0,5.8,17,51.1774850171,3.9330649842,16,176,,
1525020453000,167,115,90,0,0,5.8,17,51.1774850171,3.9330649842,17,176,,
1525020454000,197,115,90,0,0,5.8,17,51.1774850171,3.9330649842,20,176,,
1525020455000,192,115,91,0,0,5.8,17,51.1774850171,3.9330649842,20,176,,
1525020456000,197,115,92,0,0,5.8,17,51.1774850171,3.9330649842,20,176,,
1525020457000,195,115,93,0,0,5.8,17,51.1774850171,3.9330649842,20,176,,
1525020458000,180,115,92,0,0,5.8,17,51.1774850171,3.9330649842,18,176,,
1525020459000,154,116,92,0,0,5.8,17,51.1774850171,3.9330649842,15,176,,
1525020460000,169,116,91,0,0,5.8,17,51.1774850171,3.9330649842,17,176,,
1525020461000,170,116,91,0,0,5.8,17,51.1774850171,3.9330649842,17,176,,
1525020462000,166,117,91,0,0,5.8,17,51.1774850171,3.9330649842,17,176,,
1525020463000,160,117,90,0,0,5.8,17,51.1774850171,3.9330649842,16,176,,
1525020464000,172,116,90,0,0,5.8,17,51.1774850171,3.9330649842,18,176,,
1525020465000,172,116,90,0,0,5.8,17,51.1774850171,3.9330649842,18,176,,
1525020466000,181,115,90,0,0,5.8,17,51.1774850171,3.9330649842,19,176,,
1525020467000,171,115,89,0,0,5.8,17,51.1774850171,3.9330649842,18,176,,
1525020468000,173,114,89,0,0,5.8,17,51.1774850171,3.9330649842,18,176,,
1525020469000,161,114,89,0,0,5.8,17,51.1774850171,3.9330649842,17,176,,
1525020470000,172,114,88,0,0,5.8,17,51.1774850171,3.9330649842,18,176,,
1525020471000,179,114,89,0,0,5.8,17,51.1774850171,3.9330649842,19,176,,
1525020472000,182,114,89,0,0,5.8,17,51.1774850171,3.9330649842,19,176,,
1525020473000,178,114,90,0,0,5.8,17,51.1774850171,3.9330649842,18,176,,
1525020474000,179,114,89,0,0,5.8,17,51.1774850171,3.9330649842,19,176,,
1525020475000,182,113,90,0,0,5.8,17,51.1774850171,3.9330649842,19,176,,
1525020476000,180,113,91,0,0,5.8,17,51.1774850171,3.9330649842,18,176,,
1525020477000,165,113,91,0,0,5.8,17,51.1774850171,3.9330649842,17,176,,
1525020478000,179,113,91,0,0,5.8,17,51.1774850171,3.9330649842,18,176,,
1525020479000,172,112,91,0,0,5.8,17,51.1774850171,3.9330649842,18,176,,
1525020480000,183,112,91,0,0,5.8,17,51.1774850171,3.9330649842,19,176,,
1525020481000,177,113,91,0,0,5.8,17,51.1774850171,3.9330649842,18,176,,
1525020482000,186,113,91,0,0,5.8,17,51.1774850171,3.9330649842,19,176,,
1525020483000,172,113,91,0,0,5.8,17,51.1774850171,3.9330649842,18,176,,
1525020484000,181,113,92,0,0,5.8,17,51.1774850171,3.9330649842,18,176,,
1525020485000,175,113,92,0,0,5.8,17,51.1774850171,3.9330649842,18,176,,
1525020486000,174,113,91,0,0,5.8,17,51.1774850171,3.9330649842,18,176,,
1525020487000,174,113,92,0,0,5.8,17,51.1774850171,3.9330649842,18,176,,
1525020488000,163,113,92,0,0,5.8,17,51.1774850171,3.9330649842,16,176,,
1525020489000,180,113,92,0,0,5.8,17,51.1774850171,3.9330649842,18,176,,
1525020490000,186,113,92,0,0,5.8,17,51.1774850171,3.9330649842,19,176,,
1525020491000,186,113,93,0,0,5.8,17,51.1774850171,3.9330649842,19,176,,
1525020492000,185,112,93,0,0,5.8,17,51.1774850171,3.9330649842,18,176,,
1525020493000,185,113,94,0,0,5.8,17,51.1774850171,3.9330649842,18,176,,
1525020494000,187,113,94,0,0,5.8,17,51.1774850171,3.9330649842,19,176,,
